,RowId,Airline Name,Review_Title,Review Date,Top Review Image Url,img_resnet50_score,img_resnet50_label
6932,6932,Cathay Pacific Airways,"""provided a great experience""",6th February 2025,https://www.airlinequality.com/wp-content/uploads/2025/02/IMG_20250113_171018-500x500.jpg,5.579995155334473,CRT screen
6940,6940,Cathay Pacific Airways,"""worst Business Class experience ever""",30th December 2024,https://www.airlinequality.com/wp-content/uploads/2024/12/1735591726019-500x500.jpg,3.7338907718658447,park bench
6941,6941,Cathay Pacific Airways,“Flight attendants friendly and polite”,21st December 2024,https://www.airlinequality.com/wp-content/uploads/2024/12/IMG20241204080051-2-500x500.jpg,6.361975193023682,airliner
6959,6959,Cathay Pacific Airways,“business class seats are very comfortable”,6th July 2024,https://www.airlinequality.com/wp-content/uploads/2024/07/449612586_10160149886381915_1462176528182312956_n-500x500.jpg,7.084445476531982,plate
6962,6962,Cathay Pacific Airways,"""forced to purchase a new return ticket""",7th May 2024,https://www.airlinequality.com/wp-content/uploads/2024/05/image_67194881-500x500.jpg,5.334002494812012,hand-held computer
6990,6990,Cathay Pacific Airways,"""one of my best economy flights"" ",8th November 2023,https://www.airlinequality.com/wp-content/uploads/2023/11/IMG_20231018_155429-500x500.jpg,7.262034893035889,packet
7007,7007,Cathay Pacific Airways,"""was given the worst seat""",24th July 2023,https://www.airlinequality.com/wp-content/uploads/2023/07/image-121-500x500.jpg,5.103964328765869,neck brace
7008,7008,Cathay Pacific Airways,"""Service is good and food was delicious""",3rd July 2023,https://www.airlinequality.com/wp-content/uploads/2023/07/20230702_123448-500x500.jpg,6.391180038452148,automated teller machine
7020,7020,Cathay Pacific Airways,"""attentive, professional, efficient""",6th April 2023,https://www.airlinequality.com/wp-content/uploads/2023/04/325332958_912604983244792_428547865232512951_n-500x500.jpg,4.69437837600708,recreational vehicle
7054,7054,Cebu Pacific,"""nearly double for canceling my flight""",19th November 2024,https://www.airlinequality.com/wp-content/uploads/2024/11/2024-11-19_08h55_05-1-500x500.png,-1.0,error
7066,7066,Cebu Pacific,"""wouldn't choose this airline again"" ",17th March 2024,https://www.airlinequality.com/wp-content/uploads/2024/03/IMG_2885-500x500.jpeg,6.972970008850098,turnstile
7071,7071,Cebu Pacific,“Disinterested crew”,27th January 2024,https://www.airlinequality.com/wp-content/uploads/2024/01/IMG_2942-500x500.jpeg,6.1091389656066895,military aircraft
7094,7094,Cebu Pacific,"""the price I paid was a steal""",17th July 2023,https://www.airlinequality.com/wp-content/uploads/2023/07/IMG_0320-500x500.jpeg,6.138724327087402,military aircraft
7108,7108,Cebu Pacific,"""I have to pay my hand carry""",25th May 2023,https://www.airlinequality.com/wp-content/uploads/2023/05/image-89-500x500.jpg,5.502730846405029,radiator
7135,7135,Cebu Pacific,"""light is hassle-free for the first time""",5th December 2022,https://www.airlinequality.com/wp-content/uploads/2022/12/forReview-500x480.jpg,4.870532035827637,seat belt
7141,7141,Cebu Pacific,"""I am very disappointed""",16th October 2022,https://www.airlinequality.com/wp-content/uploads/2022/10/IMG_20221016_101637-500x500.jpg,5.5032525062561035,minibus
7152,7152,CemAir,"""a very decent experience""",11th January 2023,https://www.airlinequality.com/wp-content/uploads/2023/01/cemair-500x500.jpg,5.221617221832275,airliner
7167,7167,China Airlines,"""comfortable business class""",26th February 2025,https://www.airlinequality.com/wp-content/uploads/2025/02/IMG_1089-500x500.jpeg,5.374892711639404,home theater
7177,7177,China Airlines,"""traditional Taiwanese hospitality""",30th May 2024,https://www.airlinequality.com/wp-content/uploads/2024/05/IMG_7292-500x500.jpeg,5.420229434967041,television
7185,7185,China Airlines,“pleasantly surprised at the food”,29th February 2024,https://www.airlinequality.com/wp-content/uploads/2024/02/IMG_6902-500x500.jpg,4.8729987144470215,meatloaf
7186,7186,China Airlines,"""I had two very good flights""",24th February 2024,https://www.airlinequality.com/wp-content/uploads/2024/02/IMG_20231231_110239-500x500.jpg,5.528293609619141,CRT screen
7210,7210,China Airlines,"""the leg space is ample""",6th March 2023,https://www.airlinequality.com/wp-content/uploads/2023/03/295D6A1F-1081-4E79-8A10-3F46EF403564-500x500.jpeg,6.125052452087402,limousine
7212,7212,China Airlines,"""wouldn’t process refund for over a month""",9th February 2023,https://www.airlinequality.com/wp-content/uploads/2023/02/39D292F3-3EA5-4E99-9F9C-F4FF35E08467-500x500.jpeg,6.363940715789795,website
7213,7213,China Airlines,"""A solid performance""",25th January 2023,https://www.airlinequality.com/wp-content/uploads/2023/01/E811806B-2954-4B3E-9839-808AED1E42A5-500x500.jpeg,4.631542682647705,movie theater
7215,7215,China Airlines,"""a 2-star budget airline""",19th December 2022,https://www.airlinequality.com/wp-content/uploads/2022/12/320703187_556032785991704_7736914778266964044_n-500x500.jpg,7.2035393714904785,airliner
7227,7227,China Airlines,"""Great short-haul flight""",7th February 2020,https://www.airlinequality.com/wp-content/uploads/2020/02/ci_IMG_20200116_140902-500x500.jpg,4.452258586883545,burrito
7255,7255,China Airlines,"""nicest business class cabin""",3rd July 2019,https://www.airlinequality.com/wp-content/uploads/2019/07/01-IMG20190629235835-DINNER-CHINA-AIRLINES-CI0054-BRISBANE-TO-TAIPEI-500x500.jpg,5.86699914932251,plate
7257,7257,China Airlines,"""comfortable and quiet""",30th May 2019,https://www.airlinequality.com/wp-content/uploads/2019/05/FF1C8053-C88E-4E1E-AFEA-D9933916D3F3-500x500.jpeg,4.700505256652832,lab coat
7267,7267,China Eastern Airlines,"""Overall I have no complaints""",25th February 2025,https://www.airlinequality.com/wp-content/uploads/2025/02/IMG_8577-500x500.jpg,4.930315017700195,CRT screen
7273,7273,China Eastern Airlines,“wouldn't hesitate to fly them again”,19th August 2024,https://www.airlinequality.com/wp-content/uploads/2024/08/20240820_001357-1-500x500.jpg,5.942844390869141,abaya
7284,7284,China Eastern Airlines,"""The worst Business Class""",18th February 2024,https://www.airlinequality.com/wp-content/uploads/2024/02/IMG_8005-500x500.jpeg,3.707601308822632,beaker
7290,7290,China Eastern Airlines,“New aircraft both ways”,18th December 2023,https://www.airlinequality.com/wp-content/uploads/2023/12/IMG_3089-500x500.jpg,4.669593811035156,refrigerator
7292,7292,China Eastern Airlines,"""the food was horrible""",26th November 2023,https://www.airlinequality.com/wp-content/uploads/2023/11/IMG_2989-500x500.jpeg,7.811298370361328,airliner
7293,7293,China Eastern Airlines,"""avoid Chinese Eastern like the plague"" ",17th November 2023,https://www.airlinequality.com/wp-content/uploads/2023/11/IMG_20231117_101948-500x500.jpg,5.853245735168457,Granny Smith
7297,7297,China Eastern Airlines,"""don't fly this airline""",8th October 2023,https://www.airlinequality.com/wp-content/uploads/2023/10/6b3f8398-967d-442b-aa49-b2ce1255824c-500x500.jpg,6.782788276672363,burrito
7300,7300,China Eastern Airlines,"""not have words to express how bad it is""",4th October 2023,https://www.airlinequality.com/wp-content/uploads/2023/10/16963996105746165467665730426751-500x500.jpg,6.484870433807373,grocery store
7304,7304,China Eastern Airlines,"""The 12.5-hour flight flew by""",22nd August 2023,https://www.airlinequality.com/wp-content/uploads/2023/08/20230801_234402-1-500x500.jpg,6.508139610290527,menu
7305,7305,China Eastern Airlines,"""fresh and airy cabin""",22nd August 2023,https://www.airlinequality.com/wp-content/uploads/2023/08/20230801_183942-500x500.jpg,6.306892395019531,high-speed train
7308,7308,China Eastern Airlines,"""It was a run of the mill flight""",4th August 2023,https://www.airlinequality.com/wp-content/uploads/2023/08/20230803_133741-500x500.jpg,5.109384059906006,packet
7315,7315,China Eastern Airlines,"""The seats are quite spacious, very good""",5th February 2021,https://www.airlinequality.com/wp-content/uploads/2021/02/IMG_20200805_070701_1-500x500.jpg,6.13740873336792,military aircraft
7317,7317,China Eastern Airlines,"""on board service was very simple""",6th March 2020,https://www.airlinequality.com/wp-content/uploads/2020/03/IMG_4464-500x500.jpg,6.025237083435059,CRT screen
7318,7318,China Eastern Airlines,"""dinner service was very fair""",5th March 2020,https://www.airlinequality.com/wp-content/uploads/2020/03/IMG_4374-scaled-e1583313689319-500x500.jpg,6.310179710388184,plate
7324,7324,China Eastern Airlines,"""it's been headaches and frustration""",7th January 2020,https://www.airlinequality.com/wp-content/uploads/2020/01/IMG_20200106_220346-500x500.jpg,6.25042200088501,turnstile
7349,7349,China Eastern Airlines,"""above my expectations""",16th August 2019,https://www.airlinequality.com/wp-content/uploads/2019/08/EemXQMbSNerHNyD3uv8g-e1565873166731-500x500.jpg,4.9869256019592285,CRT screen
7351,7351,China Eastern Airlines,"""They had the cheapest tickets""",24th July 2019,https://www.airlinequality.com/wp-content/uploads/2019/07/IMG_20190722_112755-500x500.jpg,7.0418853759765625,television
7356,7356,China Eastern Airlines,"""never fly China Eastern again""",24th May 2019,https://www.airlinequality.com/wp-content/uploads/2019/05/20190130_144958-e1558628903329-500x500.jpg,5.510336875915527,automated teller machine
7357,7357,China Eastern Airlines,"""bus to and from the aircraft""",24th May 2019,https://www.airlinequality.com/wp-content/uploads/2019/05/image-29-e1558628632374-500x500.jpg,4.310271739959717,library
7373,7373,China Southern Airlines,"""canceled my flight"" ",10th December 2024,https://www.airlinequality.com/wp-content/uploads/2024/12/IMG_7218-500x500.png,6.66905403137207,menu
7377,7377,China Southern Airlines,"""provide such nice services""",9th September 2024,https://www.airlinequality.com/wp-content/uploads/2024/09/WechatIMG1337-500x500.jpg,6.004394054412842,sliding door
7378,7378,China Southern Airlines,"""no complaints about the experience""",7th August 2024,https://www.airlinequality.com/wp-content/uploads/2024/08/cz-a350-cabin-500x500.jpg,5.976446151733398,high-speed train
7379,7379,China Southern Airlines,"""everything was impeccable""",19th July 2024,https://www.airlinequality.com/wp-content/uploads/2024/07/IMG_2646-1-500x500.jpg,6.174093246459961,home theater
7387,7387,China Southern Airlines,"""The staff were very professional""",20th March 2024,https://www.airlinequality.com/wp-content/uploads/2024/03/IMG_4242-500x500.jpg,5.10447883605957,airliner
7400,7400,China Southern Airlines,"""attendants were attentive, friendly""",13th December 2023,https://www.airlinequality.com/wp-content/uploads/2023/12/OIP.jpg,4.0734124183654785,stretcher
7404,7404,China Southern Airlines,"""I would like to thank the staff""",24th November 2023,https://www.airlinequality.com/wp-content/uploads/2023/11/IMG_1079-500x500.jpeg,6.211104393005371,dome
7407,7407,China Southern Airlines,"""destroyed my luggage""",11th November 2023,https://www.airlinequality.com/wp-content/uploads/2023/11/Capture1-500x500.jpg,4.900455474853516,lighter
7414,7414,China Southern Airlines,"""We pretty enjoy this trip""",18th September 2023,https://www.airlinequality.com/wp-content/uploads/2023/09/IMG_5626-500x500.jpeg,4.854147911071777,taxicab
7415,7415,China Southern Airlines,"""I had a really pleasant experience""",17th September 2023,https://www.airlinequality.com/wp-content/uploads/2023/09/IMG_20230917_095204-500x500.jpg,4.853018283843994,packet
7425,7425,China Southern Airlines,"""I recommend China Southern Airlines""",25th July 2023,https://www.airlinequality.com/wp-content/uploads/2023/07/IMG_5425-500x500.jpg,5.607077121734619,spotlight
7428,7428,China Southern Airlines,"""service was very good""",14th July 2023,https://www.airlinequality.com/wp-content/uploads/2023/07/56FAC6E0-7740-435E-8CF2-A03CD1327B2F-500x500.jpeg,4.6919941902160645,pier
7431,7431,China Southern Airlines,"""The crew was professional""",20th June 2023,https://www.airlinequality.com/wp-content/uploads/2023/06/R-C-1-500x413.jpg,5.3761515617370605,space shuttle
7432,7432,China Southern Airlines,"""ample legroom and comfortable seats""",12th June 2023,https://www.airlinequality.com/wp-content/uploads/2023/06/微信图片_20230613010134-500x500.jpg,6.580327033996582,wing
7434,7434,China Southern Airlines,"""in-flight service was remarkable""",9th May 2023,https://www.airlinequality.com/wp-content/uploads/2023/05/微信图片_20230509220522-500x500.jpg,6.117980003356934,wing
7435,7435,China Southern Airlines,China Southern Airlines customer review,29th April 2023,https://www.airlinequality.com/wp-content/uploads/2023/04/微信图片_20230429161137-500x500.jpg,6.910604476928711,washing machine
7437,7437,China Southern Airlines,"""I had a positive experience""",16th March 2023,https://www.airlinequality.com/wp-content/uploads/2023/03/图片2-500x500.jpg,6.706951141357422,airliner
7440,7440,China Southern Airlines,"""reassuring in terms of service level""",7th February 2023,https://www.airlinequality.com/wp-content/uploads/2023/02/u19970283842048776162fm253fmtautoapp138fJPEG.webp,6.779334545135498,airliner
7443,7443,China Southern Airlines,"""staff are very friendly""",10th January 2023,https://www.airlinequality.com/wp-content/uploads/2023/01/微信图片_20230110233932-500x500.jpg,6.828001022338867,airliner
7444,7444,China Southern Airlines,"""gave me the best service""",7th January 2023,https://www.airlinequality.com/wp-content/uploads/2023/01/微信图片_20230108023958-500x500.jpg,6.828001022338867,airliner
7445,7445,China Southern Airlines,"""staff were very friendly""",3rd January 2023,https://www.airlinequality.com/wp-content/uploads/2023/01/微信图片_20230103202711-500x500.jpg,6.270753860473633,airliner
7448,7448,China Southern Airlines,"""a very pleasant long trip""",12th December 2022,https://www.airlinequality.com/wp-content/uploads/2022/12/WechatIMG306-500x500.jpeg,4.793002605438232,monitor
7450,7450,China Southern Airlines,"""airline service is good""",8th October 2022,https://www.airlinequality.com/wp-content/uploads/2022/10/44271D2B-7F04-430A-8ABF-B46AA879CF67-500x500.jpeg,5.560065746307373,hand-held computer
7452,7452,China Southern Airlines,"""a great flying experience""",30th September 2022,https://www.airlinequality.com/wp-content/uploads/2022/09/WechatIMG166-500x500.jpeg,6.616703033447266,airliner
7453,7453,China Southern Airlines,"""The trip was very pleasant""",29th September 2022,https://www.airlinequality.com/wp-content/uploads/2022/09/WechatIMG37-1-500x500.jpeg,4.167126178741455,turnstile
7461,7461,China Southern Airlines,China Southern Airlines customer review,6th September 2022,https://www.airlinequality.com/wp-content/uploads/2022/09/AE5BF442-A34D-444E-9A1A-A4A1F58F93A3-500x500.jpeg,4.985758304595947,paintbrush
7467,7467,China United Airlines,"""the ticket price is cheap""",5th February 2021,https://www.airlinequality.com/wp-content/uploads/2021/02/IMG_20200722_091220-500x500.jpg,9.146890640258789,airliner
7480,7480,Citilink,"""all in all great flight experience""",20th December 2023,https://www.airlinequality.com/wp-content/uploads/2023/12/IMG_8070-500x500.jpeg,6.5616655349731445,airliner
7499,7499,Citilink,""" A very high standard""",26th November 2019,https://www.airlinequality.com/wp-content/uploads/2019/11/IMG_20191124_104643-500x500.jpg,5.403383731842041,recreational vehicle
7502,7502,Citilink,"""told Row 1 is only for VIPs""",4th November 2019,https://www.airlinequality.com/wp-content/uploads/2019/11/image-8-500x500.jpg,5.473610877990723,high-speed train
7504,7504,Citilink,"""took me 50 minutes to check in""",27th September 2019,https://www.airlinequality.com/wp-content/uploads/2019/09/4783e422-5d85-4ca5-a3fd-4db4a515342e-500x500.jpg,5.042227745056152,scoreboard
7512,7512,Citilink,"""Well organized service""",28th June 2018,https://www.airlinequality.com/wp-content/uploads/2018/06/WhatsApp-Image-2018-06-28-at-08.40.50-500x500.jpeg,5.167301654815674,high-speed train
7517,7517,Citilink,"""Good service from ground staff""",8th February 2018,https://www.airlinequality.com/wp-content/uploads/2014/08/2017-09-27-12.40.37-500x500.jpg,6.554530620574951,minivan
7532,7532,Citilink,"""enjoyed our experience with them""",9th April 2016,https://www.airlinequality.com/wp-content/uploads/2014/08/IMG_20160408_154944-500x500.jpg,6.840936660766602,airliner
7535,7535,Citilink,"""crew helpful and polite""",2nd January 2016,https://www.airlinequality.com/wp-content/uploads/2014/08/2015-12-18-17.18.081-500x500.jpg,6.002234935760498,airliner
7538,7538,Citilink,"""rather a good experience""",25th October 2015,https://www.airlinequality.com/wp-content/uploads/2014/08/image616-500x500.jpg,6.539172172546387,airliner
7542,7542,CityJet,"""the Avro is an absolute joy""",10th May 2019,https://www.airlinequality.com/wp-content/uploads/2019/05/77C56C0E-5321-4901-AFED-453722DABBBB-500x500.jpeg,5.9165940284729,airliner
7643,7643,Coastal Aviation,"""experienced excellent customer service""",8th March 2019,https://www.airlinequality.com/wp-content/uploads/2019/03/IMG_6871-500x500.jpg,7.562109470367432,military aircraft
7681,7681,Comair,"""great service and good food""",18th April 2017,https://www.airlinequality.com/wp-content/uploads/2014/08/image-2235-500x500.jpeg,5.590185642242432,high-speed train
7732,7732,Condor Airlines,"""recommend this airline"" ",4th July 2024,https://www.airlinequality.com/wp-content/uploads/2024/07/IMG_6183-500x500.jpeg,5.9827799797058105,pot pie
7750,7750,Condor Airlines,"""really poor experience""",28th September 2023,https://www.airlinequality.com/wp-content/uploads/2023/09/IMG_5512-500x500.jpeg,3.810275077819824,swimsuit
7765,7765,Condor Airlines,"""Worst company ever used""",22nd August 2023,https://www.airlinequality.com/wp-content/uploads/2023/08/IMG_20230822_114638-500x500.jpg,5.457508563995361,automated teller machine
7778,7778,Condor Airlines,"""Business Class below standard""",17th June 2023,https://www.airlinequality.com/wp-content/uploads/2023/06/IMG_6085-500x500.jpeg,7.079996585845947,limousine
7787,7787,Condor Airlines,"""told me their planes are outdated""",29th May 2023,https://www.airlinequality.com/wp-content/uploads/2023/05/20230413_120223-1-350x500.jpg,5.979818344116211,remote control
7790,7790,Condor Airlines,"""Plane fresh and clean""",23rd May 2023,https://www.airlinequality.com/wp-content/uploads/2023/05/00E1987A-EED1-4A60-AB6C-69DBB16E3FD4-500x500.jpeg,7.5171003341674805,vending machine
7796,7796,Condor Airlines,"""seats we paid for were taken""",5th May 2023,https://www.airlinequality.com/wp-content/uploads/2023/05/2023-05-05-15.15.52-500x500.jpg,4.4329833984375,clothes iron
7797,7797,Condor Airlines,"""Just don't fly Condor""",30th April 2023,https://www.airlinequality.com/wp-content/uploads/2023/04/77749668-46B5-4F7C-BF7E-A974A0634BF1-500x500.jpg,5.274434566497803,jeans
7807,7807,Condor Airlines,"""never had less comfort on a flight""",28th January 2023,https://www.airlinequality.com/wp-content/uploads/2023/01/IMG-20230124-WA0029-500x500.jpg,3.517834424972534,projector
7837,7837,Copa Airlines,"""I'm absolutely horrified""",15th May 2024,https://www.airlinequality.com/wp-content/uploads/2024/05/20240514_200151-500x500.jpg,6.705482482910156,seat belt
7847,7847,Copa Airlines,“flight was satisfactory”,19th October 2023,https://www.airlinequality.com/wp-content/uploads/2023/10/IMG_6853-500x500.jpeg,6.009611129760742,meatloaf
7848,7848,Copa Airlines,"""it wasn’t as bad as I expected""",18th October 2023,https://www.airlinequality.com/wp-content/uploads/2023/10/IMG_6516-500x500.jpeg,5.15694522857666,burrito
7851,7851,Copa Airlines,"""worse customer service""",19th September 2023,https://www.airlinequality.com/wp-content/uploads/2023/09/PXL_20230919_185811453-1-500x500.jpg,5.630563735961914,parallel bars
7869,7869,Copa Airlines,"""never fly this airline again""",16th April 2023,https://www.airlinequality.com/wp-content/uploads/2023/04/634AC388-34D8-4FFF-A4EE-27FB8BBACB4C-500x500.jpeg,6.039737701416016,radiator
7875,7875,Copa Airlines,"""alleged that my carry-on was over-sized""",11th January 2023,https://www.airlinequality.com/wp-content/uploads/2023/01/CopaAir-Security-Tocumen-Airport-1-480x500.jpg,4.04954195022583,ping-pong ball
7877,7877,Copa Airlines,"""Their business class is a joke""",4th January 2023,https://www.airlinequality.com/wp-content/uploads/2023/01/20230103_020048-500x500.jpg,8.02035140991211,limousine
7883,7883,Copa Airlines,"""lost my first flight due to oversold tickets""",28th November 2022,https://www.airlinequality.com/wp-content/uploads/2022/11/image-83-500x500.jpg,7.562812328338623,airliner
7885,7885,Copa Airlines,"""Seat was broken""",7th November 2022,https://www.airlinequality.com/wp-content/uploads/2022/11/20221028_064216-500x500.jpg,6.02742338180542,seat belt
7886,7886,Copa Airlines,"""satisfied with my two flights""",5th November 2022,https://www.airlinequality.com/wp-content/uploads/2022/11/IMG_20221104_130027-1-500x500.jpg,6.567549228668213,seat belt
7903,7903,Copa Airlines,"""the worst airline ever""",17th September 2022,https://www.airlinequality.com/wp-content/uploads/2022/09/E890E8F5-9854-4067-B030-FE96535599B1-500x500.jpeg,6.733280181884766,website
7963,7963,Corendon Airlines,"""awful company""
",2nd September 2018,https://www.airlinequality.com/wp-content/uploads/2018/08/280EE882-CB1D-4372-9E24-0C1B837629A7-e1535744886935-500x500.jpeg,4.79186487197876,wing
7971,7971,Corendon Airlines,"""I would fly them again""",4th September 2015,https://www.airlinequality.com/wp-content/uploads/2014/08/1428504950066.jpg,7.524762153625488,seashore
7983,7983,Corsair,"""this flight was an absolute disaster""",19th December 2021,https://www.airlinequality.com/wp-content/uploads/2021/12/IMG_20211217_222834-500x500.jpg,5.377902984619141,projector
7989,7989,Corsair,"""Good service in business class""",23rd May 2019,https://www.airlinequality.com/wp-content/uploads/2019/05/20190521_094124-500x500.jpg,6.762603759765625,airliner
7991,7991,Corsair,"""seating quickly uncomfortable""",4th March 2019,https://www.airlinequality.com/wp-content/uploads/2019/03/IMG_20190127_105100-500x500.jpg,4.623657703399658,seat belt
8040,8040,Croatia Airlines,"""the airline doesn’t have consistency""",12th October 2022,https://www.airlinequality.com/wp-content/uploads/2022/10/CroatFood-500x500.jpg,3.9197604656219482,measuring cup
8050,8050,Croatia Airlines,"""Very friendly service""",24th May 2019,https://www.airlinequality.com/wp-content/uploads/2019/05/84E9A553-F652-40DF-A0A9-A3AD2D3FEB9F-500x500.png,-1.0,error
8056,8056,Croatia Airlines,Croatia Airlines customer review,23rd September 2018,https://www.airlinequality.com/wp-content/uploads/2018/09/AF0F6411-6E3D-4B55-A1E2-FF412DAB5371-e1537695139150-500x500.jpeg,5.701652526855469,notebook computer
8059,8059,Croatia Airlines,"""Cabin staff unprofessional""",30th July 2018,https://www.airlinequality.com/wp-content/uploads/2018/07/1184-1-500x500.jpg,4.923583984375,couch
8065,8065,Croatia Airlines,"""planes are always clean""",1st October 2016,https://www.airlinequality.com/wp-content/uploads/2014/08/IMG_5959-e1475269333418-500x500.jpg,5.104872703552246,hot dog
8067,8067,Croatia Airlines,"""crew cheerful and friendly""",29th September 2016,https://www.airlinequality.com/wp-content/uploads/2014/08/IMG_5984-e1475125862117-500x500.jpg,6.301264762878418,packet
8128,8128,CSA Czech Airlines,"""Absolutely disgusting treatment""",27th February 2024,https://www.airlinequality.com/wp-content/uploads/2024/02/IMG_20240226_143118-1-500x500.jpg,6.863404750823975,pole
8131,8131,CSA Czech Airlines,"""flight attendants were not very friendly""",13th October 2020,https://www.airlinequality.com/wp-content/uploads/2020/10/20201011_201428-500x500.jpg,6.2969865798950195,airliner
8132,8132,CSA Czech Airlines,"""could have been much better""",24th May 2020,https://www.airlinequality.com/wp-content/uploads/2020/05/Snapchat-1030509701-500x500.jpg,6.718667507171631,shopping basket
8136,8136,CSA Czech Airlines,"""Staff was nice and friendly""",10th January 2020,https://www.airlinequality.com/wp-content/uploads/2020/01/IMG_20191005_073356-500x500.jpg,5.433034420013428,plate
8137,8137,CSA Czech Airlines,"""delayed as usual for 2 hrs""",9th January 2020,https://www.airlinequality.com/wp-content/uploads/2020/01/J-500x500.jpg,6.021914958953857,plate
8139,8139,CSA Czech Airlines,"""I was very pleasantly surprised""",18th December 2019,https://www.airlinequality.com/wp-content/uploads/2019/12/IMG_3613-500x500.jpg,5.252891540527344,hot dog
8148,8148,CSA Czech Airlines,"""Not enough leg space""",27th September 2019,https://www.airlinequality.com/wp-content/uploads/2019/09/15694836155274565492840350057031-e1569487029856-500x500.jpg,7.180525302886963,seat belt
8175,8175,CSA Czech Airlines,CSA Czech Airlines customer review,30th April 2019,https://www.airlinequality.com/wp-content/uploads/2019/04/C38EC53B-47F9-42B7-A8BB-5CB65F817FE1-500x500.png,-1.0,error
8221,8221,CSA Czech Airlines,"""food was fresh and tasty""",26th July 2017,https://www.airlinequality.com/wp-content/uploads/2014/08/zr-1.jpg,6.138437271118164,plate
8357,8357,Delta Air Lines,“She never asked where I was hit”,5th February 2025,https://www.airlinequality.com/wp-content/uploads/2025/02/IMG_9022-airline-pic-1-480x500.jpg,5.194860458374023,mosquito net
8385,8385,Delta Air Lines,“it was a pleasant experience”,13th November 2024,https://www.airlinequality.com/wp-content/uploads/2024/11/IMG_1427-500x500.jpeg,5.5766801834106445,pot pie
8401,8401,Delta Air Lines,"""the best flight ever"" ",8th October 2024,https://www.airlinequality.com/wp-content/uploads/2024/10/IMG_9746-1-500x500.jpeg,6.55833625793457,automated teller machine
8409,8409,Delta Air Lines,"""they were not going to be responsible""",13th September 2024,https://www.airlinequality.com/wp-content/uploads/2024/09/Maleta-danada-03-500x500.jpg,5.205173015594482,cowboy boot
8427,8427,Delta Air Lines,"""Staff is absolutely no help"" ",4th August 2024,https://www.airlinequality.com/wp-content/uploads/2024/08/IMG_5852-500x500.jpeg,4.813372611999512,turnstile
8447,8447,Discover Airlines,"“for the price, definitely not worth it”",22nd March 2025,https://www.airlinequality.com/wp-content/uploads/2025/03/IMG_1345-500x500.jpeg,5.157394886016846,turnstile
8448,8448,Discover Airlines,“Not looking forward to the return flight”,20th February 2025,https://www.airlinequality.com/wp-content/uploads/2025/02/20250219_145209-500x500.jpg,6.600456714630127,minibus
8456,8456,Discover Airlines,“cabin crew apathetic and dismissive”,30th December 2024,https://www.airlinequality.com/wp-content/uploads/2024/12/IMG_7120-500x500.jpeg,6.692015171051025,airliner
8481,8481,Discover Airlines,"""won’t see me again in a hurry""",19th March 2024,https://www.airlinequality.com/wp-content/uploads/2024/03/IMG_3996-500x500.jpeg,6.261585712432861,burrito
8490,8490,Discover Airlines,"""Food was dreadful""",31st December 2023,https://www.airlinequality.com/wp-content/uploads/2023/12/20231213_180609-500x500.jpg,6.154262065887451,plate
8508,8508,Dragonair,"""disappointed with in-flight meal""",26th February 2017,https://www.airlinequality.com/wp-content/uploads/2014/08/IMG_20170129_1456451-500x500.jpg,5.50891637802124,passenger car
8512,8512,Dragonair,"""seats are comfortable""",25th October 2016,https://www.airlinequality.com/wp-content/uploads/2014/08/food-1-500x500.jpg,5.872690677642822,carton
8522,8522,Dragonair,"""smiles from cabin crew""",7th June 2016,https://www.airlinequality.com/wp-content/uploads/2014/08/image-988-500x500.jpeg,5.711953163146973,airliner
8528,8528,Dragonair,"""crew were very attentive""",2nd April 2016,https://www.airlinequality.com/wp-content/uploads/2014/08/image-178-500x500.jpg,6.6795973777771,airliner
8531,8531,Dragonair,"""seats were always upgraded""",3rd February 2016,https://www.airlinequality.com/wp-content/uploads/2014/08/12540521_1117741011570543_6568406617333405670_n-500x500.jpg,5.884332180023193,airliner
8532,8532,Dragonair,"""we had a good experience""",29th January 2016,https://www.airlinequality.com/wp-content/uploads/2014/08/IMG_1681-1-e1454063106597-500x500.jpg,5.433945655822754,television
8606,8606,Druk Air,"""courteous and professional"" ",23rd November 2024,https://www.airlinequality.com/wp-content/uploads/2024/11/IMG_4391-500x500.jpeg,6.1693525314331055,airliner
8608,8608,Druk Air,"""Everything was really nice"" ",18th February 2024,https://www.airlinequality.com/wp-content/uploads/2024/02/20240216_1151422-500x500.jpg,7.298513889312744,alp
8610,8610,Druk Air,"""Nice hot lunch served""",6th July 2023,https://www.airlinequality.com/wp-content/uploads/2023/07/kb-meal-rotated.jpg,5.875457763671875,plate
8634,8634,Eastern Airlines,"""beyond incompetent""",9th May 2023,https://www.airlinequality.com/wp-content/uploads/2023/05/IMG_5747-500x500.jpeg,5.944713592529297,airliner
8635,8635,Eastern Airlines,"""It was a highly stressful ordeal""",15th May 2022,https://www.airlinequality.com/wp-content/uploads/2022/05/20220513_013817-500x500.jpg,6.1512017250061035,stretcher
8642,8642,Eastern Airways,"""the experience exceeded my expectations""",18th July 2023,https://www.airlinequality.com/wp-content/uploads/2023/07/1689452430441-500x500.jpg,3.840759038925171,packet
8647,8647,Eastern Airways,"""denied a place on the plane""",22nd July 2017,https://www.airlinequality.com/wp-content/uploads/2014/08/DSC_0016-2-500x500.jpg,5.819299697875977,website
8714,8714,easyJet,"""earn only good reviews or not""",22nd December 2024,https://www.airlinequality.com/wp-content/uploads/2024/12/IMG_0964-1-500x500.jpeg,6.835921287536621,airliner
